login_attempts_last_5m,distinct_users_from_ip_last_5m,hour_of_day,day_of_week,is_attack
1,1,16,5,0
1,1,15,1,0
1,1,8,2,0
2,1,16,2,0
1,1,22,3,0
3,1,15,1,0
1,1,13,0,0
60,1,2,5,1
2,1,20,4,0
1,1,16,4,0
1,1,14,4,0
1,1,15,4,0
1,1,8,1,0
1,1,10,0,0
1,1,12,1,0
1,1,13,4,0
1,1,0,1,0
1,1,10,2,0
3,1,16,5,0
1,1,9,0,0
1,1,8,3,0
28,1,18,0,1
1,1,10,0,0
95,1,6,4,1
45,23,1,1,1
1,1,9,4,0
2,1,12,4,0
1,1,14,1,0
1,1,8,4,0
1,1,10,3,0
1,1,10,3,0
1,1,12,0,0
3,1,15,3,0
5,5,2,5,1
1,1,13,0,0
1,1,18,6,0
3,1,12,1,0
2,1,18,1,0
1,1,8,4,0
1,1,13,4,0
1,1,19,3,0
2,1,16,1,0
5,1,4,5,1
14,5,3,6,1
1,1,10,3,0
2,1,15,0,0
1,1,23,6,0
1,1,14,5,0
3,1,16,2,0
1,1,17,4,0
1,1,17,2,0
1,1,11,0,0
1,1,12,4,0
5,2,23,5,1
1,1,23,2,0
41,17,23,0,1
2,1,18,2,0
9,2,3,6,1
1,1,16,0,0
48,26,5,0,1
2,1,22,0,0
1,1,18,3,0
1,1,18,2,0
7,1,0,6,1
2,1,17,0,0
28,1,6,2,1
2,1,12,2,0
1,1,15,3,0
1,1,15,5,0
1,1,19,1,0
1,1,11,2,0
1,1,10,0,0
19,5,21,5,1
1,1,18,1,0
1,1,16,0,0
27,47,6,6,1
1,1,18,3,0
2,1,11,5,0
1,1,10,3,0
1,1,12,0,0
34,12,22,4,1
14,4,3,6,1
1,1,18,3,0
1,1,16,2,0
1,1,6,4,0
1,1,9,1,0
1,1,16,0,0
1,1,6,3,0
8,1,20,6,1
10,2,0,5,1
1,1,18,1,0
52,1,11,6,1
1,1,16,1,0
1,1,19,3,0
1,1,15,3,0
2,1,9,0,0
2,1,11,0,0
1,1,10,1,0
10,24,6,4,1
1,1,9,0,0
1,1,9,0,0
1,1,8,3,0
1,1,1,1,0
97,1,21,3,1
1,1,22,1,0
49,1,17,3,1
1,1,16,3,0
1,1,14,1,0
1,1,8,1,0
1,1,9,3,0
100,1,2,5,1
1,1,13,3,0
1,1,11,0,0
37,44,6,5,1
1,1,11,6,0
1,1,13,5,0
18,1,5,6,1
1,1,18,1,0
39,1,4,2,1
1,1,13,5,0
20,31,1,5,1
2,1,16,4,0
1,1,14,6,0
1,1,12,1,0
1,1,0,1,0
1,1,10,2,0
2,1,13,1,0
3,1,19,4,0
1,1,17,4,0
1,1,18,2,0
20,43,2,4,1
1,1,12,0,0
44,14,23,2,1
11,19,3,3,1
1,1,8,2,0
65,1,6,4,1
1,1,1,1,0
1,1,8,4,0
1,1,17,1,0
33,1,3,5,1
2,1,11,2,0
1,1,12,2,0
3,1,12,0,0
1,1,11,0,0
1,1,11,3,0
1,1,18,0,0
2,1,14,2,0
16,1,22,6,1
1,1,7,3,0
5,1,20,6,1
1,1,18,1,0
1,1,12,4,0
1,1,1,4,0
1,1,8,4,0
1,1,11,0,0
1,1,16,0,0
1,1,15,6,0
1,1,11,4,0
1,1,16,2,0
3,1,15,3,0
1,1,12,4,0
52,1,8,0,1
2,1,12,2,0
1,1,23,0,0
3,1,18,2,0
16,4,23,6,1
1,1,12,4,0
2,1,16,4,0
1,1,17,2,0
41,1,2,2,1
1,1,10,6,0
1,1,14,4,0
9,2,5,5,1
1,1,9,1,0
1,1,19,2,0
1,1,0,2,0
1,1,11,4,0
1,1,15,0,0
9,5,0,6,1
1,1,14,4,0
1,1,13,1,0
1,1,17,2,0
11,1,0,6,1
1,1,8,0,0
1,1,18,2,0
1,1,23,4,0
1,1,18,0,0
35,13,20,2,1
3,1,9,0,0
1,1,10,2,0
1,1,14,1,0
3,1,3,1,0
1,1,13,0,0
1,1,8,0,0
9,2,2,5,1
1,1,10,5,0
42,1,12,0,1
1,1,0,5,0
1,1,15,3,0
1,1,18,4,0
1,1,13,2,0
1,1,9,6,0
26,1,11,2,1
1,1,13,3,0
98,1,18,1,1
2,1,0,1,0
19,1,20,5,1
1,1,19,3,0
3,1,19,1,0
1,1,8,1,0
1,1,14,4,0
43,29,0,4,1
1,1,19,3,0
14,4,7,5,1
1,1,13,2,0
1,1,19,4,0
1,1,14,0,0
2,1,17,4,0
1,1,8,4,0
1,1,16,3,0
1,1,15,2,0
2,1,21,2,0
1,1,12,5,0
21,46,22,1,1
1,1,12,3,0
17,2,23,6,1
1,1,11,4,0
1,1,14,5,0
1,1,18,4,0
2,1,14,2,0
1,1,9,5,0
1,1,11,0,0
1,1,17,3,0
9,3,7,5,1
80,1,23,0,1
1,1,16,0,0
1,1,19,0,0
1,1,10,5,0
20,3,23,5,1
2,1,13,0,0
1,1,16,6,0
1,1,9,0,0
1,1,19,2,0
1,1,14,5,0
2,1,10,4,0
1,1,15,4,0
1,1,9,0,0
2,1,9,0,0
73,1,0,6,1
1,1,19,0,0
1,1,17,3,0
100,1,2,6,1
1,1,9,3,0
1,1,19,2,0
1,1,0,5,0
20,1,15,1,1
1,1,18,0,0
1,1,14,4,0
1,1,11,0,0
1,1,15,3,0
1,1,12,1,0
1,1,11,2,0
2,1,8,1,0
1,1,15,1,0
1,1,7,3,0
1,1,13,5,0
10,14,6,5,1
1,1,16,1,0
32,1,2,2,1
1,1,17,4,0
1,1,20,3,0
1,1,17,2,0
1,1,12,3,0
1,1,23,2,0
21,30,2,4,1
1,1,22,0,0
1,1,22,4,0
1,1,16,0,0
2,1,18,3,0
1,1,16,3,0
1,1,19,0,0
1,1,16,4,0
1,1,13,1,0
2,1,9,3,0
1,1,12,2,0
12,2,4,6,1
1,1,15,2,0
39,32,0,1,1
2,1,16,0,0
1,1,16,2,0
90,1,16,0,1
1,1,15,1,0
49,1,6,1,1
1,1,9,2,0
2,1,13,0,0
1,1,14,0,0
1,1,8,3,0
2,1,10,2,0
38,1,0,5,1
13,2,3,5,1
2,1,19,4,0
1,1,15,4,0
2,1,10,2,0
1,1,11,1,0
11,32,23,4,1
1,1,14,3,0
2,1,9,0,0
1,1,13,2,0
1,1,6,0,0
1,1,15,3,0
8,4,4,5,1
1,1,17,3,0
1,1,11,0,0
1,1,8,4,0
3,1,15,2,0
1,1,6,0,0
1,1,1,4,0
1,1,9,0,0
1,1,16,0,0
1,1,11,0,0
81,1,20,2,1
1,1,22,2,0
2,1,12,3,0
82,1,22,3,1
3,1,11,3,0
1,1,8,3,0
1,1,15,6,0
1,1,16,6,0
6,2,0,5,1
2,1,10,1,0
1,1,15,4,0
14,2,6,5,1
44,1,8,2,1
41,39,3,6,1
1,1,11,4,0
2,1,18,4,0
38,1,15,5,1
3,1,17,3,0
1,1,9,3,0
3,1,13,0,0
1,1,12,4,0
1,1,15,3,0
1,1,17,1,0
1,1,10,4,0
1,1,11,5,0
29,22,7,1,1
1,1,19,3,0
1,1,12,4,0
1,1,14,2,0
1,1,9,0,0
1,1,16,2,0
2,1,17,1,0
1,1,20,3,0
1,1,9,2,0
1,1,8,2,0
15,1,4,5,1
2,1,14,3,0
1,1,16,2,0
1,1,19,0,0
1,1,11,1,0
12,3,22,6,1
1,1,13,5,0
1,1,18,3,0
1,1,13,1,0
42,27,6,1,1
1,1,17,0,0
3,1,19,4,0
1,1,18,3,0
1,1,14,2,0
88,1,10,2,1
1,1,19,4,0
1,1,11,3,0
1,1,6,0,0
1,1,19,1,0
1,1,13,3,0
65,1,23,6,1
1,1,17,2,0
35,44,21,5,1
1,1,18,4,0
2,1,6,1,0
17,1,6,6,1
1,1,2,1,0
1,1,13,3,0
1,1,10,0,0
1,1,16,4,0
1,1,14,6,0
2,1,9,1,0
1,1,7,5,0
2,1,11,3,0
1,1,19,6,0
1,1,22,0,0
40,1,21,3,1
1,1,8,3,0
1,1,15,2,0
2,1,15,1,0
98,1,4,2,1
1,1,12,4,0
3,1,14,3,0
1,1,12,3,0
1,1,12,5,0
2,1,10,3,0
1,1,9,1,0
28,31,3,0,1
1,1,16,3,0
1,1,10,5,0
1,1,18,1,0
71,1,20,1,1
3,1,9,6,0
1,1,14,0,0
1,1,9,2,0
11,5,1,6,1
46,28,6,0,1
11,1,7,5,1
34,1,23,0,1
1,1,10,3,0
1,1,19,3,0
1,1,17,0,0
1,1,9,4,0
1,1,14,1,0
34,47,7,6,1
1,1,14,3,0
1,1,15,3,0
39,1,22,3,1
1,1,0,3,0
18,42,0,6,1
1,1,17,1,0
27,18,23,6,1
1,1,17,2,0
1,1,19,5,0
16,1,20,6,1
2,1,17,0,0
1,1,12,5,0
1,1,12,5,0
1,1,16,0,0
1,1,0,2,0
5,1,22,5,1
2,1,9,4,0
17,28,5,4,1
1,1,11,0,0
14,3,1,5,1
1,1,13,6,0
1,1,19,2,0
1,1,17,4,0
1,1,2,2,0
1,1,19,1,0
1,1,13,2,0
1,1,14,5,0
16,4,6,6,1
1,1,8,3,0
2,1,8,0,0
1,1,3,1,0
1,1,3,4,0
16,24,2,5,1
2,1,12,3,0
1,1,12,0,0
1,1,15,1,0
2,1,22,1,0
3,1,14,3,0
1,1,13,2,0
1,1,8,3,0
20,5,2,6,1
31,1,20,4,1
1,1,18,3,0
1,1,17,4,0
1,1,16,4,0
1,1,15,1,0
1,1,3,4,0
2,1,10,1,0
1,1,3,1,0
43,1,0,0,1
13,2,5,6,1
2,1,11,4,0
1,1,12,0,0
5,1,5,5,1
1,1,4,2,0
6,1,20,6,1
1,1,9,3,0
1,1,8,1,0
1,1,16,2,0
2,1,14,1,0
88,1,22,2,1
1,1,8,1,0
1,1,12,1,0
35,23,1,2,1
1,1,8,2,0
1,1,19,0,0
1,1,10,0,0
1,1,9,3,0
10,25,4,1,1
1,1,11,4,0
1,1,13,4,0
1,1,8,0,0
1,1,15,0,0
1,1,15,1,0
2,1,9,1,0
29,13,5,6,1
1,1,15,4,0
1,1,17,4,0
89,1,5,1,1
1,1,15,1,0
1,1,18,0,0
1,1,4,4,0
1,1,4,4,0
1,1,13,0,0
2,1,12,4,0
1,1,13,2,0
1,1,19,2,0
2,1,12,2,0
3,1,17,2,0
39,38,4,2,1
1,1,16,0,0
1,1,10,4,0
1,1,5,2,0
1,1,14,1,0
1,1,16,2,0
1,1,12,1,0
1,1,16,5,0
56,2,5,4,1
1,1,15,0,0
1,1,10,1,0
1,1,10,3,0
2,1,4,2,0
1,1,14,0,0
2,1,12,1,0
1,1,12,0,0
1,1,13,0,0
2,1,8,5,0
14,1,6,6,1
1,1,12,2,0
1,1,3,2,0
1,1,12,1,0
1,1,17,0,0
1,1,18,2,0
24,1,9,1,1
19,5,2,5,1
72,1,4,6,1
1,1,8,2,0
1,1,8,1,0
3,1,17,4,0
1,1,9,4,0
1,1,11,2,0
1,1,10,3,0
1,1,8,0,0
20,20,2,3,1
97,1,13,0,1
2,1,19,4,0
2,1,12,0,0
1,1,20,1,0
3,1,8,3,0
11,3,1,6,1
2,1,16,6,0
1,1,15,0,0
1,1,18,4,0
1,1,17,1,0
1,1,18,2,0
49,41,3,6,1
1,1,17,6,0
16,15,7,0,1
3,1,19,0,0
1,1,18,3,0
1,1,18,3,0
26,16,6,4,1
1,1,22,4,0
1,1,11,2,0
1,1,16,4,0
1,1,16,4,0
40,28,6,0,1
2,1,10,0,0
1,1,8,0,0
1,1,7,0,0
1,1,11,2,0
1,1,12,0,0
2,1,10,4,0
1,1,17,4,0
44,1,14,1,1
47,1,16,0,1
18,2,20,5,1
1,1,11,4,0
27,31,4,3,1
33,10,23,1,1
1,1,9,4,0
1,1,17,4,0
1,1,9,0,0
41,1,15,4,1
1,1,8,3,0
1,1,16,0,0
13,5,0,6,1
1,1,18,0,0
1,1,10,4,0
1,1,10,3,0
19,1,21,0,1
2,1,9,0,0
10,48,4,5,1
47,1,7,0,1
1,1,10,3,0
38,32,22,5,1
2,1,17,0,0
1,1,13,3,0
1,1,13,3,0
3,1,10,0,0
1,1,18,0,0
1,1,15,4,0
1,1,12,6,0
44,13,3,1,1
1,1,17,4,0
1,1,17,2,0
35,30,4,3,1
14,41,4,0,1
1,1,13,6,0
2,1,13,0,0
1,1,13,1,0
2,1,14,4,0
1,1,19,3,0
9,2,20,5,1
41,31,23,6,1
1,1,16,4,0
1,1,21,3,0
2,1,13,4,0
2,1,15,0,0
1,1,7,5,0
1,1,19,1,0
1,1,3,4,0
1,1,21,4,0
1,1,9,1,0
1,1,12,2,0
41,44,21,0,1
1,1,9,4,0
1,1,16,1,0
1,1,5,2,0
1,1,11,3,0
1,1,8,2,0
1,1,10,3,0
1,1,17,3,0
1,1,12,4,0
81,1,12,2,1
2,1,17,0,0
1,1,10,3,0
3,1,22,6,0
2,1,8,4,0
1,1,9,0,0
1,1,11,1,0
28,1,17,3,1
1,1,10,1,0
53,1,10,6,1
1,1,13,4,0
1,1,20,3,0
1,1,18,3,0
1,1,22,2,0
1,1,15,3,0
1,1,18,0,0
1,1,11,1,0
2,1,12,4,0
1,1,12,4,0
1,1,8,2,0
1,1,18,5,0
1,1,19,1,0
1,1,19,3,0
1,1,18,2,0
3,1,10,0,0
38,1,23,0,1
1,1,9,0,0
1,1,16,1,0
7,1,4,5,1
1,1,18,2,0
1,1,11,4,0
1,1,6,4,0
16,4,20,6,1
1,1,13,2,0
11,3,22,5,1
1,1,15,0,0
1,1,15,2,0
2,1,17,2,0
1,1,9,4,0
1,1,15,3,0
1,1,15,2,0
1,1,14,3,0
1,1,11,0,0
1,1,22,4,0
1,1,8,0,0
1,1,14,0,0
1,1,12,2,0
7,5,2,5,1
2,1,11,3,0
1,1,11,4,0
2,1,15,4,0
1,1,12,2,0
1,1,16,3,0
1,1,3,3,0
14,37,5,5,1
1,1,9,0,0
1,1,15,6,0
1,1,8,2,0
32,25,23,0,1
1,1,13,1,0
1,1,16,3,0
2,1,10,2,0
10,2,1,5,1
1,1,15,0,0
5,3,4,6,1
1,1,11,0,0
24,30,23,1,1
1,1,17,3,0
1,1,19,0,0
1,1,8,1,0
14,1,6,5,1
16,5,7,5,1
1,1,19,3,0
1,1,4,1,0
1,1,17,2,0
1,1,17,2,0
1,1,0,4,0
1,1,8,2,0
2,1,22,2,0
39,45,0,4,1
25,13,23,4,1
1,1,9,2,0
1,1,12,2,0
1,1,8,0,0
1,1,6,1,0
1,1,17,2,0
2,1,8,1,0
1,1,12,2,0
1,1,8,4,0
1,1,15,0,0
1,1,16,3,0
1,1,17,1,0
1,1,20,0,0
1,1,22,0,0
1,1,14,3,0
2,1,9,2,0
30,33,2,0,1
1,1,11,4,0
1,1,18,0,0
12,2,5,6,1
1,1,9,3,0
1,1,15,1,0
72,1,18,6,1
1,1,8,0,0
3,1,11,1,0
27,47,5,0,1
1,1,13,0,0
1,1,1,2,0
1,1,18,2,0
1,1,18,0,0
2,1,22,0,0
3,1,16,2,0
1,1,17,0,0
1,1,20,0,0
1,1,16,6,0
1,1,17,6,0
1,1,10,6,0
1,1,13,0,0
20,1,19,0,1
1,1,16,0,0
1,1,8,2,0
6,3,1,6,1
18,2,1,6,1
1,1,16,4,0
11,1,3,6,1
1,1,11,4,0
2,1,9,4,0
5,5,6,5,1
2,1,12,4,0
1,1,15,0,0
9,3,4,5,1
2,1,13,4,0
1,1,18,3,0
1,1,4,4,0
1,1,22,4,0
1,1,11,4,0
1,1,9,4,0
2,1,7,1,0
1,1,17,3,0
1,1,15,0,0
1,1,18,3,0
18,3,20,5,1
2,1,0,4,0
74,1,7,2,1
1,1,19,2,0
1,1,17,3,0
2,1,18,5,0
1,1,22,2,0
3,1,18,2,0
1,1,18,3,0
1,1,16,0,0
1,1,13,1,0
14,46,0,5,1
7,1,22,5,1
38,39,5,1,1
37,30,3,5,1
1,1,15,2,0
1,1,8,0,0
56,1,22,3,1
1,1,7,1,0
1,1,15,0,0
42,1,1,3,1
2,1,11,5,0
10,14,7,6,1
16,3,20,5,1
3,1,13,1,0
2,1,12,2,0
1,1,9,4,0
1,1,13,1,0
1,1,22,3,0
1,1,13,4,0
2,1,16,4,0
1,1,8,4,0
1,1,10,4,0
1,1,16,1,0
1,1,2,1,0
1,1,12,3,0
2,1,12,2,0
19,2,21,5,1
1,1,14,2,0
1,1,3,0,0
7,4,21,5,1
1,1,16,3,0
1,1,16,3,0
81,1,2,0,1
34,24,3,6,1
1,1,13,1,0
1,1,12,2,0
1,1,0,2,0
1,1,16,3,0
1,1,18,0,0
1,1,16,3,0
1,1,14,4,0
1,1,15,1,0
1,1,1,3,0
1,1,8,5,0
1,1,10,4,0
3,1,18,0,0
9,2,20,5,1
5,4,4,6,1
3,1,23,1,0
46,25,23,0,1
3,1,10,3,0
17,1,1,3,1
34,14,0,4,1
2,1,18,3,0
37,17,3,3,1
1,1,18,4,0
18,4,22,6,1
1,1,3,2,0
23,1,16,6,1
3,1,15,6,0
1,1,0,1,0
3,1,6,5,0
1,1,16,1,0
48,49,5,5,1
15,3,20,6,1
1,1,17,2,0
1,1,17,0,0
80,1,0,0,1
1,1,10,3,0
2,1,10,4,0
1,1,12,2,0
1,1,15,1,0
1,1,13,3,0
2,1,7,1,0
2,1,18,2,0
1,1,15,3,0
27,30,22,6,1
1,1,12,4,0
2,1,4,2,0
1,1,18,3,0
13,47,3,3,1
1,1,9,1,0
1,1,13,2,0
1,1,10,2,0
2,1,14,0,0
1,1,13,1,0
15,3,20,5,1
1,1,15,4,0
1,1,9,0,0
16,4,4,6,1
1,1,10,1,0
2,1,18,3,0
1,1,22,1,0
1,1,18,0,0
1,1,11,3,0
85,1,14,1,1
1,1,16,3,0
1,1,14,3,0
1,1,15,4,0
1,1,17,2,0
1,1,19,2,0
80,1,18,5,1
38,49,20,6,1
1,1,21,1,0
1,1,17,1,0
1,1,8,0,0
1,1,2,3,0
38,1,11,4,1
1,1,19,1,0
1,1,13,1,0
1,1,14,0,0
1,1,15,3,0
1,1,8,4,0
15,20,21,4,1
1,1,14,1,0
1,1,14,6,0
1,1,17,4,0
2,1,19,5,0
1,1,17,2,0
2,1,15,1,0
98,1,7,4,1
1,1,11,0,0
1,1,8,3,0
3,1,8,4,0
5,4,6,5,1
1,1,14,3,0
1,1,7,2,0
1,1,11,0,0
1,1,15,4,0
1,1,11,3,0
1,1,13,3,0
1,1,2,2,0
1,1,11,0,0
1,1,18,0,0
1,1,13,4,0
1,1,12,3,0
14,5,1,5,1
2,1,15,4,0
1,1,8,1,0
1,1,11,0,0
1,1,12,2,0
1,1,8,1,0
1,1,12,3,0
39,1,17,2,1
2,1,15,1,0
1,1,10,4,0
1,1,8,3,0
1,1,8,4,0
1,1,15,3,0
1,1,13,5,0
1,1,13,3,0
89,1,21,5,1
61,1,10,1,1
2,1,9,3,0
76,2,7,6,1
2,1,15,3,0
1,1,12,4,0
1,1,14,6,0
2,1,17,0,0
1,1,18,4,0
1,1,9,3,0
7,5,21,5,1
1,1,11,4,0
1,1,17,3,0
2,1,19,0,0
99,1,0,5,1
10,1,20,5,1
1,1,17,3,0
1,1,17,3,0
2,1,18,2,0
1,1,19,2,0
2,1,3,4,0
1,1,15,2,0
1,1,10,1,0
1,1,18,2,0
1,1,8,2,0
1,1,14,1,0
1,1,11,1,0
1,1,9,0,0
1,1,0,0,0
1,1,2,3,0
1,1,11,2,0
16,1,20,1,1
1,1,9,4,0
1,1,8,4,0
34,32,6,0,1
1,1,15,0,0
1,1,13,0,0
1,1,12,3,0
2,1,9,4,0
18,2,21,6,1
1,1,19,4,0
1,1,13,4,0
1,1,21,3,0
1,1,16,3,0
2,1,16,4,0
1,1,7,4,0
1,1,11,3,0
1,1,11,1,0
1,1,9,1,0
2,1,15,0,0
1,1,11,4,0
1,1,9,6,0
1,1,12,2,0
29,1,16,3,1
2,1,13,1,0
1,1,11,2,0
1,1,23,4,0
2,1,8,1,0
11,2,1,6,1
1,1,13,2,0
1,1,19,3,0
2,1,9,5,0
1,1,14,1,0
9,4,5,5,1
1,1,17,0,0
42,16,20,6,1
1,1,9,1,0
2,1,13,1,0
1,1,16,1,0
2,1,11,4,0
1,1,7,2,0
17,30,3,5,1
1,1,11,1,0
1,1,17,0,0
1,1,13,6,0
1,1,12,4,0
3,1,13,5,0
2,1,10,0,0
1,1,8,3,0
2,1,12,0,0
92,1,5,0,1
1,1,6,4,0
15,1,3,5,1
2,1,13,2,0
3,1,13,4,0
28,34,23,3,1
19,15,22,2,1
2,1,15,1,0
1,1,10,4,0
1,1,9,2,0
2,1,14,3,0
1,1,13,1,0
1,1,18,2,0
10,1,20,6,1
1,1,1,4,0
1,1,12,1,0
55,1,3,3,1
1,1,15,1,0
1,1,13,3,0
1,1,1,3,0
1,1,10,2,0
26,23,2,5,1
1,1,12,3,0
3,1,15,3,0
1,1,16,0,0
1,1,9,2,0
1,1,10,1,0
2,1,9,3,0
1,1,9,3,0
1,1,1,3,0
1,1,10,3,0
5,2,20,6,1
1,1,16,2,0
19,22,21,3,1
2,1,11,0,0
1,1,19,1,0
1,1,14,1,0
2,1,7,2,0
2,1,1,2,0
1,1,10,1,0
88,1,17,4,1
36,47,5,0,1
1,1,19,0,0
19,28,1,1,1
81,2,12,4,1
1,1,18,3,0
38,46,3,5,1
1,1,12,4,0
1,1,8,5,0
43,12,23,4,1
1,1,14,0,0
51,1,12,2,1
3,1,8,4,0
2,1,15,4,0
1,1,7,1,0
11,2,22,6,1
1,1,17,0,0
1,1,0,3,0
1,1,12,3,0
1,1,9,2,0
1,1,15,1,0
1,1,18,4,0
1,1,9,2,0
1,1,13,0,0
1,1,14,1,0
1,1,18,1,0
2,1,9,0,0
50,23,5,6,1
1,1,17,0,0
3,1,12,4,0
1,1,9,0,0
3,1,8,0,0
13,41,5,5,1
1,1,15,0,0
1,1,8,4,0
1,1,17,2,0
5,4,0,5,1
1,1,10,3,0
3,1,16,2,0
3,1,16,4,0
1,1,8,1,0
1,1,18,0,0
1,1,11,0,0
7,4,2,6,1
1,1,12,4,0
1,1,13,0,0
13,2,5,5,1
1,1,17,4,0
1,1,11,6,0
1,1,16,3,0
1,1,9,3,0
1,1,14,2,0
1,1,10,2,0
3,1,13,3,0
1,1,18,1,0
1,1,9,3,0
14,5,6,5,1
1,1,0,5,0
2,1,15,4,0
53,1,11,5,1
1,1,8,4,0
2,1,18,0,0
1,1,12,1,0
2,1,14,4,0
1,1,13,1,0
1,1,13,1,0
1,1,17,3,0
78,1,12,0,1
35,1,4,4,1
2,1,12,3,0
1,1,18,3,0
1,1,10,3,0
2,1,10,0,0
3,1,19,1,0
1,1,9,0,0
1,1,0,2,0
8,4,21,5,1
1,1,17,1,0
20,2,5,6,1
1,1,9,5,0
1,1,8,1,0
5,3,23,6,1
1,1,13,0,0
1,1,22,1,0
1,1,2,2,0
1,1,10,4,0
2,1,12,0,0
1,1,18,6,0
1,1,22,4,0
1,1,9,0,0
1,1,18,1,0
17,2,1,5,1
1,1,13,3,0
1,1,9,2,0
2,1,9,2,0
1,1,15,4,0
1,1,19,2,0
98,1,1,0,1
97,1,4,2,1
1,1,18,3,0
23,28,21,1,1
1,1,12,0,0
1,1,20,0,0
1,1,13,1,0
1,1,14,4,0
59,1,19,2,1
1,1,12,3,0
1,1,10,2,0
1,1,10,1,0
1,1,1,3,0
1,1,11,0,0
3,1,17,1,0
1,1,14,0,0
1,1,12,3,0
1,1,17,1,0
1,1,8,2,0
2,1,15,2,0
2,1,22,3,0
1,1,8,4,0
12,48,4,5,1
1,1,13,4,0
1,1,12,4,0
1,1,13,6,0
19,1,6,5,1
2,1,16,1,0
1,1,4,4,0
1,1,1,6,0
1,1,12,1,0
2,1,13,4,0
1,1,18,3,0
1,1,19,4,0
1,1,17,1,0
35,26,7,3,1
3,1,22,1,0
26,30,20,3,1
1,1,13,0,0
66,2,17,4,1
2,1,4,3,0
1,1,14,1,0
1,1,18,3,0
2,1,18,3,0
1,1,19,4,0
9,3,23,5,1
1,1,22,2,0
1,1,10,4,0
1,1,10,6,0
1,1,9,1,0
1,1,9,3,0
7,2,3,6,1
1,1,13,0,0
100,1,11,1,1
87,1,2,1,1
1,1,12,1,0
1,1,13,4,0
1,1,16,1,0
1,1,16,2,0
1,1,18,2,0
1,1,6,4,0
1,1,12,2,0
2,1,11,1,0
37,34,3,4,1
13,18,6,6,1
1,1,8,2,0
3,1,6,3,0
1,1,19,3,0
3,1,10,3,0
1,1,9,4,0
2,1,8,0,0
1,1,17,0,0
1,1,13,0,0
1,1,8,3,0
1,1,15,3,0
1,1,17,2,0
13,1,1,5,1
1,1,14,3,0
1,1,4,1,0
1,1,9,2,0
1,1,8,4,0
1,1,1,0,0
1,1,11,4,0
90,1,16,6,1
1,1,15,4,0
1,1,9,4,0
1,1,13,4,0
1,1,13,4,0
1,1,9,4,0
1,1,15,4,0
1,1,11,6,0
1,1,12,2,0
1,1,16,2,0
1,1,22,0,0
2,1,11,4,0
1,1,18,4,0
1,1,20,0,0
1,1,18,3,0
1,1,12,3,0
1,1,19,4,0
10,33,22,0,1
1,1,6,4,0
16,1,4,5,1
1,1,15,2,0
24,48,5,4,1
13,4,6,5,1
2,1,10,1,0
1,1,11,6,0
3,1,1,6,0
1,1,16,4,0
1,1,11,4,0
1,1,3,4,0
1,1,16,5,0
1,1,16,6,0
2,1,13,5,0
1,1,10,2,0
3,1,8,0,0
2,1,16,2,0
1,1,11,1,0
1,1,8,0,0
1,1,18,0,0
17,5,0,6,1
1,1,9,2,0
47,29,3,5,1
16,2,0,6,1
7,5,6,6,1
1,1,2,1,0
1,1,16,0,0
1,1,13,1,0
36,48,21,4,1
1,1,20,3,0
1,1,13,2,0
1,1,2,1,0
1,1,10,1,0
1,1,17,3,0
1,1,8,4,0
1,1,22,0,0
1,1,8,1,0
1,1,12,1,0
1,1,8,4,0
2,1,9,1,0
19,2,22,5,1
1,1,13,0,0
1,1,16,0,0
15,24,5,1,1
1,1,9,1,0
17,2,0,5,1
1,1,12,3,0
1,1,16,2,0
1,1,12,1,0
1,1,21,6,0
1,1,14,4,0
1,1,13,5,0
1,1,11,2,0
1,1,15,6,0
1,1,19,2,0
1,1,8,3,0
3,1,16,2,0
1,1,13,0,0
1,1,10,4,0
1,1,18,1,0
2,1,8,1,0
1,1,10,1,0
19,11,7,5,1
2,1,13,2,0
1,1,14,0,0
1,1,10,5,0
1,1,18,3,0
1,1,19,1,0
1,1,13,3,0
1,1,19,3,0
1,1,12,4,0
12,16,7,1,1
65,1,18,1,1
1,1,10,2,0
1,1,8,4,0
1,1,20,2,0
35,1,3,6,1
1,1,14,5,0
1,1,10,4,0
11,3,21,6,1
1,1,13,3,0
1,1,12,3,0
1,1,12,6,0
1,1,16,1,0
1,1,17,4,0
1,1,14,2,0
1,1,11,4,0
1,1,13,0,0
1,1,12,2,0
1,1,11,1,0
1,1,19,3,0
1,1,13,4,0
1,1,11,4,0
1,1,10,4,0
1,1,16,4,0
1,1,12,5,0
2,1,14,4,0
1,1,1,5,0
20,38,2,1,1
23,15,22,0,1
1,1,16,6,0
30,1,4,6,1
2,1,10,3,0
1,1,19,2,0
1,1,16,4,0
1,1,15,4,0
1,1,10,3,0
1,1,18,1,0
2,1,18,2,0
1,1,6,3,0
1,1,19,4,0
1,1,11,3,0
17,4,1,6,1
2,1,11,3,0
1,1,9,3,0
2,1,17,4,0
1,1,18,2,0
35,1,20,4,1
1,1,14,1,0
40,1,0,4,1
2,1,16,4,0
1,1,14,4,0
1,1,13,2,0
1,1,8,0,0
1,1,14,3,0
7,4,22,6,1
2,1,16,0,0
2,1,11,4,0
1,1,10,3,0
18,4,2,5,1
1,1,11,0,0
27,32,2,4,1
15,42,23,0,1
86,1,4,4,1
49,28,2,6,1
2,1,14,3,0
1,1,14,4,0
1,1,16,0,0
2,1,19,4,0
1,1,13,1,0
